county_name,state_name,year,area_deprivation_index_percent,Full_Name,EstimateGiniIndex_2020
Lincoln Parish,Louisiana,2020,84,"Lincoln Parish, Louisiana",0.5385
Livingston Parish,Louisiana,2020,31,"Livingston Parish, Louisiana",0.4258
Madison Parish,Louisiana,2020,100,"Madison Parish, Louisiana",0.5051
Morehouse Parish,Louisiana,2020,95,"Morehouse Parish, Louisiana",0.5129
Natchitoches Parish,Louisiana,2020,95,"Natchitoches Parish, Louisiana",0.5486
Orleans Parish,Louisiana,2020,73,"Orleans Parish, Louisiana",0.5706
Ouachita Parish,Louisiana,2020,78,"Ouachita Parish, Louisiana",0.5067
Plaquemines Parish,Louisiana,2020,63,"Plaquemines Parish, Louisiana",0.4699
Pointe Coupee Parish,Louisiana,2020,72,"Pointe Coupee Parish, Louisiana",0.5055
Rapides Parish,Louisiana,2020,73,"Rapides Parish, Louisiana",0.4761
Red River Parish,Louisiana,2020,88,"Red River Parish, Louisiana",0.5457
Richland Parish,Louisiana,2020,93,"Richland Parish, Louisiana",0.4893
Sabine Parish,Louisiana,2020,82,"Sabine Parish, Louisiana",0.4888
St. Bernard Parish,Louisiana,2020,84,"St. Bernard Parish, Louisiana",0.4376
St. Charles Parish,Louisiana,2020,16,"St. Charles Parish, Louisiana",0.4316
St. Helena Parish,Louisiana,2020,91,"St. Helena Parish, Louisiana",0.5066
St. James Parish,Louisiana,2020,65,"St. James Parish, Louisiana",0.4477
St. John the Baptist Parish,Louisiana,2020,59,"St. John the Baptist Parish, Louisiana",0.4534
St. Landry Parish,Louisiana,2020,94,"St. Landry Parish, Louisiana",0.5146
St. Martin Parish,Louisiana,2020,75,"St. Martin Parish, Louisiana",0.4643
St. Mary Parish,Louisiana,2020,85,"St. Mary Parish, Louisiana",0.4598
St. Tammany Parish,Louisiana,2020,10,"St. Tammany Parish, Louisiana",0.4642
Tangipahoa Parish,Louisiana,2020,71,"Tangipahoa Parish, Louisiana",0.4627
Tensas Parish,Louisiana,2020,99,"Tensas Parish, Louisiana",0.4785
Terrebonne Parish,Louisiana,2020,80,"Terrebonne Parish, Louisiana",0.4691
Union Parish,Louisiana,2020,75,"Union Parish, Louisiana",0.4849
Vermilion Parish,Louisiana,2020,72,"Vermilion Parish, Louisiana",0.4433
Vernon Parish,Louisiana,2020,70,"Vernon Parish, Louisiana",0.4419
Washington Parish,Louisiana,2020,95,"Washington Parish, Louisiana",0.4773
Webster Parish,Louisiana,2020,92,"Webster Parish, Louisiana",0.4666
West Baton Rouge Parish,Louisiana,2020,51,"West Baton Rouge Parish, Louisiana",0.4356
West Carroll Parish,Louisiana,2020,90,"West Carroll Parish, Louisiana",0.5079
West Feliciana Parish,Louisiana,2020,57,"West Feliciana Parish, Louisiana",0.4625
Winn Parish,Louisiana,2020,87,"Winn Parish, Louisiana",0.4845
Androscoggin County,Maine,2020,41,"Androscoggin County, Maine",0.4252
Aroostook County,Maine,2020,68,"Aroostook County, Maine",0.4598
Cumberland County,Maine,2020,5,"Cumberland County, Maine",0.4543
Franklin County,Maine,2020,37,"Franklin County, Maine",0.4309
Hancock County,Maine,2020,22,"Hancock County, Maine",0.4653
Kennebec County,Maine,2020,32,"Kennebec County, Maine",0.4372
Knox County,Maine,2020,16,"Knox County, Maine",0.434
Lincoln County,Maine,2020,21,"Lincoln County, Maine",0.4469
Oxford County,Maine,2020,50,"Oxford County, Maine",0.4152
Penobscot County,Maine,2020,40,"Penobscot County, Maine",0.454
Piscataquis County,Maine,2020,67,"Piscataquis County, Maine",0.4497
Sagadahoc County,Maine,2020,12,"Sagadahoc County, Maine",0.4254
Somerset County,Maine,2020,68,"Somerset County, Maine",0.444
Waldo County,Maine,2020,33,"Waldo County, Maine",0.4431
Washington County,Maine,2020,71,"Washington County, Maine",0.461
York County,Maine,2020,8,"York County, Maine",0.4328
Allegany County,Maryland,2020,58,"Allegany County, Maryland",0.448
Anne Arundel County,Maryland,2020,1,"Anne Arundel County, Maryland",0.4112
Baltimore County,Maryland,2020,7,"Baltimore County, Maryland",0.45
Calvert County,Maryland,2020,1,"Calvert County, Maryland",0.3757
Caroline County,Maryland,2020,45,"Caroline County, Maryland",0.4331
Carroll County,Maryland,2020,2,"Carroll County, Maryland",0.3992
Cecil County,Maryland,2020,10,"Cecil County, Maryland",0.4066
Charles County,Maryland,2020,2,"Charles County, Maryland",0.3813
Dorchester County,Maryland,2020,51,"Dorchester County, Maryland",0.4789
Frederick County,Maryland,2020,2,"Frederick County, Maryland",0.4067
Garrett County,Maryland,2020,36,"Garrett County, Maryland",0.438
Harford County,Maryland,2020,4,"Harford County, Maryland",0.415
Howard County,Maryland,2020,1,"Howard County, Maryland",0.4038
Kent County,Maryland,2020,20,"Kent County, Maryland",0.483
Montgomery County,Maryland,2020,1,"Montgomery County, Maryland",0.4624
Prince George's County,Maryland,2020,9,"Prince George's County, Maryland",0.3988
Queen Anne's County,Maryland,2020,2,"Queen Anne's County, Maryland",0.4102
St. Mary's County,Maryland,2020,4,"St. Mary's County, Maryland",0.4007
Somerset County,Maryland,2020,82,"Somerset County, Maryland",0.4553
Talbot County,Maryland,2020,7,"Talbot County, Maryland",0.5266
Washington County,Maryland,2020,32,"Washington County, Maryland",0.4462
Wicomico County,Maryland,2020,43,"Wicomico County, Maryland",0.4368
Worcester County,Maryland,2020,12,"Worcester County, Maryland",0.4559
Baltimore city,Maryland,2020,77,"Baltimore city, Maryland",0.513
Barnstable County,Massachusetts,2020,3,"Barnstable County, Massachusetts",0.4589
Berkshire County,Massachusetts,2020,20,"Berkshire County, Massachusetts",0.4645
Bristol County,Massachusetts,2020,23,"Bristol County, Massachusetts",0.4563
Dukes County,Massachusetts,2020,1,"Dukes County, Massachusetts",0.502
Essex County,Massachusetts,2020,8,"Essex County, Massachusetts",0.484
Franklin County,Massachusetts,2020,11,"Franklin County, Massachusetts",0.4533
Hampden County,Massachusetts,2020,53,"Hampden County, Massachusetts",0.4704
Hampshire County,Massachusetts,2020,6,"Hampshire County, Massachusetts",0.4621
Middlesex County,Massachusetts,2020,2,"Middlesex County, Massachusetts",0.468
Nantucket County,Massachusetts,2020,1,"Nantucket County, Massachusetts",0.4775
Norfolk County,Massachusetts,2020,1,"Norfolk County, Massachusetts",0.4774
Plymouth County,Massachusetts,2020,3,"Plymouth County, Massachusetts",0.4494
Suffolk County,Massachusetts,2020,42,"Suffolk County, Massachusetts",0.5365
Worcester County,Massachusetts,2020,9,"Worcester County, Massachusetts",0.4553
Alcona County,Michigan,2020,55,"Alcona County, Michigan",0.4313
Alger County,Michigan,2020,38,"Alger County, Michigan",0.4146
Allegan County,Michigan,2020,24,"Allegan County, Michigan",0.4053
Alpena County,Michigan,2020,50,"Alpena County, Michigan",0.4391
Antrim County,Michigan,2020,28,"Antrim County, Michigan",0.4675
Arenac County,Michigan,2020,67,"Arenac County, Michigan",0.4209
Baraga County,Michigan,2020,60,"Baraga County, Michigan",0.4528
Barry County,Michigan,2020,15,"Barry County, Michigan",0.3916
Bay County,Michigan,2020,52,"Bay County, Michigan",0.4387
Benzie County,Michigan,2020,16,"Benzie County, Michigan",0.4048
Berrien County,Michigan,2020,52,"Berrien County, Michigan",0.4807
Branch County,Michigan,2020,57,"Branch County, Michigan",0.4117
Calhoun County,Michigan,2020,58,"Calhoun County, Michigan",0.4435
Cass County,Michigan,2020,42,"Cass County, Michigan",0.4473
Charlevoix County,Michigan,2020,22,"Charlevoix County, Michigan",0.47
Cheboygan County,Michigan,2020,49,"Cheboygan County, Michigan",0.422
Chippewa County,Michigan,2020,66,"Chippewa County, Michigan",0.4534
Clare County,Michigan,2020,81,"Clare County, Michigan",0.4513
Clinton County,Michigan,2020,7,"Clinton County, Michigan",0.4221
Crawford County,Michigan,2020,47,"Crawford County, Michigan",0.407
Delta County,Michigan,2020,48,"Delta County, Michigan",0.4378
Dickinson County,Michigan,2020,37,"Dickinson County, Michigan",0.4411
Eaton County,Michigan,2020,17,"Eaton County, Michigan",0.4149
Emmet County,Michigan,2020,19,"Emmet County, Michigan",0.4594
Genesee County,Michigan,2020,63,"Genesee County, Michigan",0.465
Gladwin County,Michigan,2020,69,"Gladwin County, Michigan",0.4407
Gogebic County,Michigan,2020,64,"Gogebic County, Michigan",0.487
Grand Traverse County,Michigan,2020,9,"Grand Traverse County, Michigan",0.4484
Gratiot County,Michigan,2020,62,"Gratiot County, Michigan",0.4575
Hillsdale County,Michigan,2020,57,"Hillsdale County, Michigan",0.4344
Houghton County,Michigan,2020,53,"Houghton County, Michigan",0.4724
Huron County,Michigan,2020,49,"Huron County, Michigan",0.4335
Ingham County,Michigan,2020,41,"Ingham County, Michigan",0.4757
Ionia County,Michigan,2020,43,"Ionia County, Michigan",0.395
Iosco County,Michigan,2020,64,"Iosco County, Michigan",0.4217
Iron County,Michigan,2020,55,"Iron County, Michigan",0.4334
Isabella County,Michigan,2020,62,"Isabella County, Michigan",0.4803
Jackson County,Michigan,2020,45,"Jackson County, Michigan",0.4439
Kalamazoo County,Michigan,2020,28,"Kalamazoo County, Michigan",0.4673
Kalkaska County,Michigan,2020,67,"Kalkaska County, Michigan",0.4213
Kent County,Michigan,2020,28,"Kent County, Michigan",0.4578
Keweenaw County,Michigan,2020,31,"Keweenaw County, Michigan",0.4421
Lake County,Michigan,2020,84,"Lake County, Michigan",0.4397
Lapeer County,Michigan,2020,25,"Lapeer County, Michigan",0.4135
Leelanau County,Michigan,2020,6,"Leelanau County, Michigan",0.4642
Lenawee County,Michigan,2020,31,"Lenawee County, Michigan",0.417
Livingston County,Michigan,2020,4,"Livingston County, Michigan",0.402
Luce County,Michigan,2020,54,"Luce County, Michigan",0.3926
Mackinac County,Michigan,2020,67,"Mackinac County, Michigan",0.4406
Macomb County,Michigan,2020,21,"Macomb County, Michigan",0.4255
Manistee County,Michigan,2020,40,"Manistee County, Michigan",0.4408
Marquette County,Michigan,2020,34,"Marquette County, Michigan",0.433
Mason County,Michigan,2020,39,"Mason County, Michigan",0.4694
Mecosta County,Michigan,2020,64,"Mecosta County, Michigan",0.4559
Menominee County,Michigan,2020,51,"Menominee County, Michigan",0.4465
Midland County,Michigan,2020,20,"Midland County, Michigan",0.4743
Missaukee County,Michigan,2020,58,"Missaukee County, Michigan",0.4014
Monroe County,Michigan,2020,20,"Monroe County, Michigan",0.4128
Montcalm County,Michigan,2020,59,"Montcalm County, Michigan",0.4196
Montmorency County,Michigan,2020,61,"Montmorency County, Michigan",0.3979
Muskegon County,Michigan,2020,58,"Muskegon County, Michigan",0.4367
Newaygo County,Michigan,2020,62,"Newaygo County, Michigan",0.4397
Oakland County,Michigan,2020,5,"Oakland County, Michigan",0.4687
Oceana County,Michigan,2020,70,"Oceana County, Michigan",0.4224
Ogemaw County,Michigan,2020,67,"Ogemaw County, Michigan",0.4143
Ontonagon County,Michigan,2020,53,"Ontonagon County, Michigan",0.4096
Osceola County,Michigan,2020,71,"Osceola County, Michigan",0.43
Oscoda County,Michigan,2020,79,"Oscoda County, Michigan",0.4396
Otsego County,Michigan,2020,32,"Otsego County, Michigan",0.4143
Ottawa County,Michigan,2020,11,"Ottawa County, Michigan",0.4144
Presque Isle County,Michigan,2020,48,"Presque Isle County, Michigan",0.428
Roscommon County,Michigan,2020,60,"Roscommon County, Michigan",0.4339
Saginaw County,Michigan,2020,57,"Saginaw County, Michigan",0.4644
St. Clair County,Michigan,2020,34,"St. Clair County, Michigan",0.4327
St. Joseph County,Michigan,2020,64,"St. Joseph County, Michigan",0.4224
Sanilac County,Michigan,2020,63,"Sanilac County, Michigan",0.4342
Schoolcraft County,Michigan,2020,66,"Schoolcraft County, Michigan",0.4295
Shiawassee County,Michigan,2020,33,"Shiawassee County, Michigan",0.4041
Tuscola County,Michigan,2020,51,"Tuscola County, Michigan",0.4181
Van Buren County,Michigan,2020,52,"Van Buren County, Michigan",0.4398
Washtenaw County,Michigan,2020,7,"Washtenaw County, Michigan",0.4826
Wayne County,Michigan,2020,78,"Wayne County, Michigan",0.4974
Wexford County,Michigan,2020,62,"Wexford County, Michigan",0.4321
Aitkin County,Minnesota,2020,42,"Aitkin County, Minnesota",0.4275
Anoka County,Minnesota,2020,5,"Anoka County, Minnesota",0.3903
Becker County,Minnesota,2020,28,"Becker County, Minnesota",0.4331
Beltrami County,Minnesota,2020,55,"Beltrami County, Minnesota",0.4512
Benton County,Minnesota,2020,31,"Benton County, Minnesota",0.4192
Big Stone County,Minnesota,2020,34,"Big Stone County, Minnesota",0.4494
Blue Earth County,Minnesota,2020,25,"Blue Earth County, Minnesota",0.443
Brown County,Minnesota,2020,17,"Brown County, Minnesota",0.4103
Carlton County,Minnesota,2020,19,"Carlton County, Minnesota",0.4071
Carver County,Minnesota,2020,1,"Carver County, Minnesota",0.4279
Cass County,Minnesota,2020,42,"Cass County, Minnesota",0.437
Chippewa County,Minnesota,2020,36,"Chippewa County, Minnesota",0.4185
Chisago County,Minnesota,2020,5,"Chisago County, Minnesota",0.3572
Clay County,Minnesota,2020,11,"Clay County, Minnesota",0.4139
Clearwater County,Minnesota,2020,66,"Clearwater County, Minnesota",0.4636
Cook County,Minnesota,2020,24,"Cook County, Minnesota",0.4307
Cottonwood County,Minnesota,2020,44,"Cottonwood County, Minnesota",0.4051
Crow Wing County,Minnesota,2020,16,"Crow Wing County, Minnesota",0.4527
Dakota County,Minnesota,2020,4,"Dakota County, Minnesota",0.4135
Dodge County,Minnesota,2020,8,"Dodge County, Minnesota",0.3795
Douglas County,Minnesota,2020,10,"Douglas County, Minnesota",0.4411
Faribault County,Minnesota,2020,38,"Faribault County, Minnesota",0.4317
Fillmore County,Minnesota,2020,25,"Fillmore County, Minnesota",0.406
Freeborn County,Minnesota,2020,43,"Freeborn County, Minnesota",0.4189
Goodhue County,Minnesota,2020,10,"Goodhue County, Minnesota",0.4171
Grant County,Minnesota,2020,24,"Grant County, Minnesota",0.4472
Hennepin County,Minnesota,2020,6,"Hennepin County, Minnesota",0.4872
Houston County,Minnesota,2020,12,"Houston County, Minnesota",0.3941
Hubbard County,Minnesota,2020,22,"Hubbard County, Minnesota",0.4191
Isanti County,Minnesota,2020,9,"Isanti County, Minnesota",0.389
Itasca County,Minnesota,2020,31,"Itasca County, Minnesota",0.4285
Jackson County,Minnesota,2020,18,"Jackson County, Minnesota",0.4418
Kanabec County,Minnesota,2020,32,"Kanabec County, Minnesota",0.4019
Kandiyohi County,Minnesota,2020,28,"Kandiyohi County, Minnesota",0.4338
Kittson County,Minnesota,2020,25,"Kittson County, Minnesota",0.4007
Koochiching County,Minnesota,2020,48,"Koochiching County, Minnesota",0.4583
Lac qui Parle County,Minnesota,2020,25,"Lac qui Parle County, Minnesota",0.4542
Lake County,Minnesota,2020,14,"Lake County, Minnesota",0.3855
Lake of the Woods County,Minnesota,2020,32,"Lake of the Woods County, Minnesota",0.361
Le Sueur County,Minnesota,2020,11,"Le Sueur County, Minnesota",0.3955
Lincoln County,Minnesota,2020,25,"Lincoln County, Minnesota",0.4316
Lyon County,Minnesota,2020,34,"Lyon County, Minnesota",0.4652
McLeod County,Minnesota,2020,14,"McLeod County, Minnesota",0.4113
Mahnomen County,Minnesota,2020,83,"Mahnomen County, Minnesota",0.4381
Marshall County,Minnesota,2020,22,"Marshall County, Minnesota",0.3922
Martin County,Minnesota,2020,32,"Martin County, Minnesota",0.4358
Meeker County,Minnesota,2020,16,"Meeker County, Minnesota",0.4281
Mille Lacs County,Minnesota,2020,46,"Mille Lacs County, Minnesota",0.4191
Morrison County,Minnesota,2020,32,"Morrison County, Minnesota",0.4342
Mower County,Minnesota,2020,43,"Mower County, Minnesota",0.4485
Murray County,Minnesota,2020,16,"Murray County, Minnesota",0.4055
Nicollet County,Minnesota,2020,11,"Nicollet County, Minnesota",0.42
Nobles County,Minnesota,2020,73,"Nobles County, Minnesota",0.4307
Norman County,Minnesota,2020,31,"Norman County, Minnesota",0.4143
Olmsted County,Minnesota,2020,6,"Olmsted County, Minnesota",0.452
Otter Tail County,Minnesota,2020,19,"Otter Tail County, Minnesota",0.4283
Pennington County,Minnesota,2020,25,"Pennington County, Minnesota",0.4163
Pine County,Minnesota,2020,44,"Pine County, Minnesota",0.4385
Pipestone County,Minnesota,2020,48,"Pipestone County, Minnesota",0.4641
Polk County,Minnesota,2020,27,"Polk County, Minnesota",0.4281
Pope County,Minnesota,2020,14,"Pope County, Minnesota",0.4212
Ramsey County,Minnesota,2020,25,"Ramsey County, Minnesota",0.4655
Red Lake County,Minnesota,2020,19,"Red Lake County, Minnesota",0.4097
Redwood County,Minnesota,2020,32,"Redwood County, Minnesota",0.4171
Renville County,Minnesota,2020,29,"Renville County, Minnesota",0.4402
Rice County,Minnesota,2020,15,"Rice County, Minnesota",0.4275
Rock County,Minnesota,2020,19,"Rock County, Minnesota",0.4288
Roseau County,Minnesota,2020,26,"Roseau County, Minnesota",0.3869
St. Louis County,Minnesota,2020,28,"St. Louis County, Minnesota",0.4465
Scott County,Minnesota,2020,2,"Scott County, Minnesota",0.3965
Sherburne County,Minnesota,2020,5,"Sherburne County, Minnesota",0.3699
Sibley County,Minnesota,2020,17,"Sibley County, Minnesota",0.4063
Stearns County,Minnesota,2020,24,"Stearns County, Minnesota",0.4302
Steele County,Minnesota,2020,18,"Steele County, Minnesota",0.4055
Stevens County,Minnesota,2020,20,"Stevens County, Minnesota",0.493
Swift County,Minnesota,2020,45,"Swift County, Minnesota",0.4576
Todd County,Minnesota,2020,48,"Todd County, Minnesota",0.4108
Traverse County,Minnesota,2020,36,"Traverse County, Minnesota",0.4292
Wabasha County,Minnesota,2020,10,"Wabasha County, Minnesota",0.4109
Wadena County,Minnesota,2020,55,"Wadena County, Minnesota",0.423
Waseca County,Minnesota,2020,22,"Waseca County, Minnesota",0.4175
Washington County,Minnesota,2020,2,"Washington County, Minnesota",0.4176
Watonwan County,Minnesota,2020,56,"Watonwan County, Minnesota",0.4328
Wilkin County,Minnesota,2020,19,"Wilkin County, Minnesota",0.4498
Winona County,Minnesota,2020,27,"Winona County, Minnesota",0.4415
Wright County,Minnesota,2020,5,"Wright County, Minnesota",0.3863
Yellow Medicine County,Minnesota,2020,35,"Yellow Medicine County, Minnesota",0.4162
Adams County,Mississippi,2020,97,"Adams County, Mississippi",0.5368
Alcorn County,Mississippi,2020,79,"Alcorn County, Mississippi",0.4411
Amite County,Mississippi,2020,90,"Amite County, Mississippi",0.4923
Attala County,Mississippi,2020,96,"Attala County, Mississippi",0.5054
Benton County,Mississippi,2020,92,"Benton County, Mississippi",0.4742
Bolivar County,Mississippi,2020,98,"Bolivar County, Mississippi",0.5149
Calhoun County,Mississippi,2020,94,"Calhoun County, Mississippi",0.4339
Carroll County,Mississippi,2020,70,"Carroll County, Mississippi",0.4489
Chickasaw County,Mississippi,2020,94,"Chickasaw County, Mississippi",0.4621
Choctaw County,Mississippi,2020,84,"Choctaw County, Mississippi",0.4432
Claiborne County,Mississippi,2020,100,"Claiborne County, Mississippi",0.4934
Clarke County,Mississippi,2020,78,"Clarke County, Mississippi",0.4762
Clay County,Mississippi,2020,90,"Clay County, Mississippi",0.4919
Coahoma County,Mississippi,2020,99,"Coahoma County, Mississippi",0.5193
Copiah County,Mississippi,2020,90,"Copiah County, Mississippi",0.4556
Covington County,Mississippi,2020,86,"Covington County, Mississippi",0.4355
DeSoto County,Mississippi,2020,16,"DeSoto County, Mississippi",0.4052
